546,544,546,544,546,544,546,544,546,544,546,544,546
544,546,544,546,544,546,544,546,544,546,544,546,544
1264,256,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1266
1321,81,83,82,1322,1322,1322,1322,1322,1322,1322,1322,1323
1321,1322,1322,1322,1322,1322,1322,1322,29,31,30,29,1323
1321,1322,360,1322,1322,1322,1322,1322,1322,1322,1322,1322,1323
1321,360,252,360,1322,1322,1322,1322,303,303,303,1322,1323
1321,1322,360,1322,1322,1322,1322,360,197,198,312,360,1323
1321,840,725,1322,1322,1322,1322,1322,246,246,246,1322,1323
1378,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1380
