546,544,546,544,546,544,546,544,546,544,546,544,546
544,546,544,546,544,546,544,546,544,546,544,546,544
1264,1265,1265,1265,1265,1265,1265,1265,1265,256,1265,1265,1266
1321,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,82,1323
1321,1322,249,361,362,250,1322,1322,1322,1322,1322,1322,1323
1321,1322,1322,1322,1322,1322,1322,1322,1322,727,730,847,1323
1321,1322,1322,360,1322,1322,1322,1322,1322,840,839,725,1323
1321,1322,360,252,360,1322,1322,1322,1322,251,727,251,1323
1321,1322,1322,360,1322,1322,1322,1322,1322,246,1322,246,1323
1378,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1380
