943,944,944,944,944,944,944,944,944,944,944,944,945
886,887,887,887,887,887,887,887,887,887,887,887,888
886,887,887,887,887,887,887,887,887,1265,887,887,888
886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1322,888
886,-1,1322,1322,1322,1322,1322,1322,1322,1322,1322,-1,888
886,-1,-1,-1,-1,-1,-1,-1,-1,1322,1322,-1,888
886,-1,1322,1322,1322,-1,-1,-1,1322,1322,1322,1322,888
886,-1,1322,1322,1322,-1,-1,-1,1322,1322,1322,1322,888
886,-1,1322,1322,1322,-1,-1,-1,-1,1322,1322,1322,888
886,887,887,887,887,887,150,1343,1343,1343,1343,1343,1344
