-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1,-1,82
297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1,-1,662
-1,197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1,-1
-1,297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1,412
197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1,-1,-1
297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1,-1,-1
-1,-1,197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1
-1,-1,297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1
663,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,414
197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1,-1,662
297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1,-1,-1
-1,197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1,-1
-1,297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,-1,-1
664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,197,198,198,198,312,197,198,198,198,312,197,198,198,198,312,-1,-1,-1
664,414,297,240,239,238,354,297,240,239,238,354,297,240,239,238,354,-1,-1,84
662,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
