936,937,937,937,937,937,937,937,937,937,937,937,938
879,880,880,880,880,880,880,880,880,880,880,880,881
879,581,880,880,880,880,880,880,880,880,880,880,881
879,638,638,638,638,638,638,638,638,638,638,638,881
879,638,638,638,638,638,638,638,638,638,638,638,881
879,638,638,638,638,638,638,638,638,638,638,638,881
879,638,638,638,638,638,638,638,638,638,638,638,881
879,638,638,638,638,638,638,638,638,638,638,638,881
879,638,638,638,638,638,638,638,638,638,638,638,881
883,882,882,882,882,882,150,882,882,882,882,882,885
