943,944,944,944,944,944,944,944,944,944,944,944,945
886,887,887,887,887,887,887,887,887,887,887,887,888
886,887,887,887,887,887,887,887,887,1094,887,887,888
886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,888
886,1151,1151,1151,1151,1151,-1,1151,1151,1151,1151,1151,888
886,-1,-1,-1,-1,-1,-1,-1,1151,809,809,1151,888
886,1151,1151,1151,1151,1151,-1,-1,1151,809,809,1151,888
886,1151,1151,1151,1151,1151,-1,-1,1151,809,809,1151,888
886,1151,1151,1151,1151,-1,-1,-1,1151,1151,1151,1151,888
886,887,887,887,887,887,150,1343,1343,1343,1343,1343,1344
