929,930,930,930,930,930,930,930,930,930,930,930,931
872,873,873,873,873,873,873,873,873,873,873,873,874
872,1157,873,873,873,873,873,873,873,873,873,873,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
872,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,874
869,868,868,868,868,868,150,868,868,868,868,868,871
