542,544,542,544,542,544,542,544,542,544,542,544,542
544,542,544,542,544,542,544,542,544,542,544,542,544
1093,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1095
1150,-1,-1,-1,-1,-1,-1,-1,-1,81,83,83,1152
1150,360,254,255,369,360,-1,-1,-1,-1,-1,-1,1152
1150,-1,-1,-1,-1,-1,-1,-1,-1,360,-1,-1,1152
1150,728,840,727,725,-1,-1,-1,360,252,360,-1,1152
1150,-1,251,839,251,-1,-1,-1,-1,360,-1,-1,1152
1150,-1,246,-1,246,-1,-1,-1,-1,-1,-1,-1,1152
1207,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,1209
